"","site","station","tow_size","tow_type","taxon","total_cells","date_sampled","sample_vol","dilution","vol_collected","area_chamber","area_counted","day_label"
"225","AB","St3","55","V","C.didymus",16,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"226","AB","St3","55","V","Chaetoceros",77,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"227","AB","St3","55","V","Copepod nauplii",3,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"228","AB","St3","55","V","Detonula",4,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"229","AB","St3","55","V","Ditylum",7,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"230","AB","St3","55","V","E.turris",8,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"231","AB","St3","55","V","Eucampia",1,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"232","AB","St3","55","V","Guinardia",43,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"233","AB","St3","55","V","Helicotheca",3,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"234","AB","St3","55","V","L.minimus",29,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"235","AB","St3","55","V","Leptocylindrus",8,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"236","AB","St3","55","V","P.nitzschia",115,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"237","AB","St3","55","V","Pennate",19,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"238","AB","St3","55","V","Rhizosolenia",2,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"239","AB","St3","55","V","Thalassiosira",16,2023-10-25,0.055,1,2945.24311274043,1000,8.309512568745,"AB Day 1"
"240","SHB","St1","20","H","Alexandrium",5,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"241","SHB","St1","20","H","C.closterium",26,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"242","SHB","St1","20","H","Copepod nauplii",4,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"243","SHB","St1","20","H","Coscinodiscus",4,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"244","SHB","St1","20","H","Dinophysis",4,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"245","SHB","St1","20","H","L.minimus",4,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"246","SHB","St1","20","H","P.denticulatum",4,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"247","SHB","St1","20","H","P.ovatum",2,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"248","SHB","St1","20","H","Prorocentrum",23,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"249","SHB","St1","20","H","Scrippsiella",32,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"250","SHB","St1","20","H","T.furca",12,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"251","SHB","St1","20","H","T.lineatum",4,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"252","SHB","St1","20","H","Tintinnid",3,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"253","SHB","St1","20","V","C.closterium",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"254","SHB","St1","20","V","Coscinodiscus",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"255","SHB","St1","20","V","Dinoflagellate",11,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"256","SHB","St1","20","V","Dinophysis",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"257","SHB","St1","20","V","P.depressum",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"258","SHB","St1","20","V","P.divergens",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"259","SHB","St1","20","V","Pennate",2,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"260","SHB","St1","20","V","Prorocentrum",3,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"261","SHB","St1","20","V","Scrippsiella",9,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"262","SHB","St1","20","V","T.furca",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"263","SHB","St1","20","V","T.horridum",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"264","SHB","St1","20","V","T.lineatum",4,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"265","SHB","St1","20","V","Tintinnid",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"266","SHB","St1","20","V","Tripos",1,2023-10-31,0.05,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"267","SHB","St1","55","H","C.closterium",2,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"268","SHB","St1","55","H","Copepod nauplii",7,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"269","SHB","St1","55","H","Coscinodiscus",1,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"270","SHB","St1","55","H","N.scintillans",1,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"271","SHB","St1","55","H","P.claudicans",1,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"272","SHB","St1","55","H","P.divergens",6,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"273","SHB","St1","55","H","Protoperidinium",3,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"274","SHB","St1","55","H","T.furca",6,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"275","SHB","St1","55","H","T.lineatum",1,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"276","SHB","St1","55","H","T.tripos",5,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"277","SHB","St1","55","H","Tintinnid",3,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"278","SHB","St1","55","H","Tripos",4,2023-10-31,0.05,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"279","SHB","St1","55","V","Copepod nauplii",1,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"280","SHB","St1","55","V","Coscinodiscus",2,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"281","SHB","St1","55","V","Dinoflagellate",1,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"282","SHB","St1","55","V","N.scintillans",2,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"283","SHB","St1","55","V","P.decipiens",1,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"284","SHB","St1","55","V","P.depressum",3,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"285","SHB","St1","55","V","T.furca",1,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"286","SHB","St1","55","V","T.lineatum",1,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"287","SHB","St1","55","V","Tintinnid",7,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"288","SHB","St1","55","V","Tripos",1,2023-10-31,0.055,1,785.398163397448,1000,8.309512568745,"SHB Day 2"
"289","SHB","St2","20","H","Alexandrium",3,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"290","SHB","St2","20","H","C.closterium",9,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"291","SHB","St2","20","H","C.wailesii",2,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"292","SHB","St2","20","H","Corethron",1,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"293","SHB","St2","20","H","Coscinodiscus",1,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"294","SHB","St2","20","H","D.lenticula",3,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"295","SHB","St2","20","H","D.norvegica",5,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"296","SHB","St2","20","H","Flagellate",4,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"297","SHB","St2","20","H","G.undulans",4,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"298","SHB","St2","20","H","Leptocylindrus",4,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"299","SHB","St2","20","H","P.denticulatum",17,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"300","SHB","St2","20","H","P.divergens",1,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"301","SHB","St2","20","H","Prorocentrum",8,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"302","SHB","St2","20","H","Protoperidinium",6,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"303","SHB","St2","20","H","Pyrophacus",3,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"304","SHB","St2","20","H","Rhizosolenia",2,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"305","SHB","St2","20","H","Scrippsiella",31,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"306","SHB","St2","20","H","T.constricta",4,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"307","SHB","St2","20","H","T.furca",5,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"308","SHB","St2","20","H","T.lineatum",4,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"309","SHB","St2","20","H","Tintinnid",6,2023-10-31,0.04,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"310","SHB","St2","20","V","C.closterium",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"311","SHB","St2","20","V","Dinoflagellate",15,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"312","SHB","St2","20","V","Dinophysis",2,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"313","SHB","St2","20","V","N.scintillans",2,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"314","SHB","St2","20","V","P.denticulatum",4,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"315","SHB","St2","20","V","P.nitzschia",7,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"316","SHB","St2","20","V","Prorocentrum",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"317","SHB","St2","20","V","Scrippsiella",15,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"318","SHB","St2","20","V","T.lineatum",4,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"319","SHB","St2","20","V","Tripos",3,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"320","SHB","St2","55","H","C.cf.compressus",7,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"321","SHB","St2","55","H","Coscinodiscus",3,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"322","SHB","St2","55","H","D.lenticula",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"323","SHB","St2","55","H","D.norvegica",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"324","SHB","St2","55","H","P.claudicans",2,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"325","SHB","St2","55","H","P.conicum",2,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"326","SHB","St2","55","H","P.depressum",2,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"327","SHB","St2","55","H","P.pallidum",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"328","SHB","St2","55","H","Pyrophacus",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"329","SHB","St2","55","H","Stephanopyxis",4,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"330","SHB","St2","55","H","T.lineatum",5,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"331","SHB","St2","55","H","Tintinnid",23,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"332","SHB","St2","55","V","Centric",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"333","SHB","St2","55","V","Copepod nauplii",2,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"334","SHB","St2","55","V","Dinoflagellate",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"335","SHB","St2","55","V","N.scintillans",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"336","SHB","St2","55","V","P.claudicans",2,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"337","SHB","St2","55","V","P.conicum",2,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"338","SHB","St2","55","V","P.divergens",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"339","SHB","St2","55","V","Rhizosolenia",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"340","SHB","St2","55","V","T.lineatum",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"341","SHB","St2","55","V","Thalassiosira",2,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"342","SHB","St2","55","V","Tintinnid",4,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"343","SHB","St2","55","V","Tripos",2,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"344","SHB","St2","55","V","Zooplankton",1,2023-10-31,0.055,1,1374.44678594553,1000,8.309512568745,"SHB Day 2"
"345","SHB","St3","20","H","C.closterium",44,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"346","SHB","St3","20","H","Coscinodiscus",1,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"347","SHB","St3","20","H","D.lenticula",2,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"348","SHB","St3","20","H","Gymnodinium",1,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"349","SHB","St3","20","H","P.denticulatum",3,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"350","SHB","St3","20","H","P.divergens",1,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"351","SHB","St3","20","H","P.nitzschia",26,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"352","SHB","St3","20","H","P.reticulatum",1,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"353","SHB","St3","20","H","Pennate",1,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"354","SHB","St3","20","H","Prorocentrum",16,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"355","SHB","St3","20","H","Rhizosolenia",8,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"356","SHB","St3","20","H","Scrippsiella",19,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"357","SHB","St3","20","H","T.furca",7,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"358","SHB","St3","20","H","Tintinnid",34,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"359","SHB","St3","20","H","Tripos",21,2023-10-31,0.045,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"360","SHB","St3","20","V","Coscinodiscus",1,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"361","SHB","St3","20","V","Dinoflagellate",11,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"362","SHB","St3","20","V","Dinophysis",4,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"363","SHB","St3","20","V","P.divergens",1,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"364","SHB","St3","20","V","Prorocentrum",1,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"365","SHB","St3","20","V","Scrippsiella",13,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"366","SHB","St3","20","V","T.lineatum",3,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"367","SHB","St3","20","V","Tripos",2,2023-10-31,0.045,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"368","SHB","St3","55","H","C.closterium",10,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"369","SHB","St3","55","H","Coscinodiscus",9,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"370","SHB","St3","55","H","N.scintillans",4,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"371","SHB","St3","55","H","P.divergens",6,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"372","SHB","St3","55","H","P.nitzschia",11,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"373","SHB","St3","55","H","P.ovatum",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"374","SHB","St3","55","H","Pennate",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"375","SHB","St3","55","H","Prorocentrum",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"376","SHB","St3","55","H","Rhizosolenia",22,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"377","SHB","St3","55","H","T.anguste-lineata",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"378","SHB","St3","55","H","T.lineatum",10,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"379","SHB","St3","55","H","T.tripos",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"380","SHB","St3","55","H","Tintinnid",45,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"381","SHB","St3","55","H","Tripos",18,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"382","SHB","St3","55","V","Chaetoceros",3,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"383","SHB","St3","55","V","M.rubrum",1,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"384","SHB","St3","55","V","Coscinodiscus",3,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"385","SHB","St3","55","V","Dinoflagellate",5,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"386","SHB","St3","55","V","P.claudicans",1,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"387","SHB","St3","55","V","P.depressum",3,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"388","SHB","St3","55","V","P.pallidum",1,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"389","SHB","St3","55","V","P.pyriforme",1,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"390","SHB","St3","55","V","Protoperidinium",1,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"391","SHB","St3","55","V","Rhizosolenia",1,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"392","SHB","St3","55","V","T.lineatum",3,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"393","SHB","St3","55","V","Tintinnid",6,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"394","SHB","St3","55","V","Tripos",2,2023-10-31,0.051,1,1767.14586764426,1000,8.309512568745,"SHB Day 2"
"395","SHB","St4","20","H","Actinocyclus",1,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"396","SHB","St4","20","H","C.closterium",31,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"397","SHB","St4","20","H","Corethron",2,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"398","SHB","St4","20","H","Dinophysis",5,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"399","SHB","St4","20","H","N.scintillans",2,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"400","SHB","St4","20","H","P.denticulatum",2,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"401","SHB","St4","20","H","P.divergens",1,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"402","SHB","St4","20","H","Prorocentrum",17,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"403","SHB","St4","20","H","Protoperidinium",1,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"404","SHB","St4","20","H","Rhizosolenia",2,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"405","SHB","St4","20","H","Scrippsiella",11,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"406","SHB","St4","20","H","T.lineatum",21,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"407","SHB","St4","20","H","Thalassiosira",1,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"408","SHB","St4","20","H","Tintinnid",76,2023-10-31,0.053,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"409","SHB","St4","20","V","Copepod nauplii",2,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"410","SHB","St4","20","V","Coscinodiscus",1,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"411","SHB","St4","20","V","Dinoflagellate",7,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"412","SHB","St4","20","V","Dinophysis",2,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"413","SHB","St4","20","V","N.scintillans",1,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"414","SHB","St4","20","V","Prorocentrum",3,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"415","SHB","St4","20","V","Protoperidinium",1,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"416","SHB","St4","20","V","Scrippsiella",7,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"417","SHB","St4","20","V","T.lineatum",6,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"418","SHB","St4","20","V","Tintinnid",1,2023-10-31,0.055,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"419","SHB","St4","55","H","C.closterium",6,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"420","SHB","St4","55","H","C.diadema",12,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"421","SHB","St4","55","H","M.rubrum",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"422","SHB","St4","55","H","Copepod nauplii",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"423","SHB","St4","55","H","Coscinodiscus",2,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"424","SHB","St4","55","H","E.turris",5,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"425","SHB","St4","55","H","N.scintillans",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"426","SHB","St4","55","H","P.divergens",8,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"427","SHB","St4","55","H","P.nitzschia",36,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"428","SHB","St4","55","H","P.pallidum",2,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"429","SHB","St4","55","H","Prorocentrum",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"430","SHB","St4","55","H","Rhizosolenia",19,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"431","SHB","St4","55","H","Scrippsiella",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"432","SHB","St4","55","H","T.lineatum",12,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"433","SHB","St4","55","H","T.tripos",1,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"434","SHB","St4","55","H","Tintinnid",100,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"435","SHB","St4","55","H","Tripos",4,2023-10-31,0.055,1,9090.19834316207,1000,8.309512568745,"SHB Day 2"
"436","SHB","St4","55","V","C.closterium",2,2023-10-31,0.06,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"437","SHB","St4","55","V","Coscinodiscus",1,2023-10-31,0.06,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"438","SHB","St4","55","V","Dinoflagellate",1,2023-10-31,0.06,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"439","SHB","St4","55","V","Leptocylindrus",6,2023-10-31,0.06,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"440","SHB","St4","55","V","N.scintillans",1,2023-10-31,0.06,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"441","SHB","St4","55","V","P.divergens",4,2023-10-31,0.06,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
"442","SHB","St4","55","V","P.nitzschia",7,2023-10-31,0.06,1,2454.36926061703,1000,8.309512568745,"SHB Day 2"
